"tick","anonymous_double_time_series","anonymous_double_time_series","anonymous_double_time_series","anonymous_double_time_series","anonymous_double_time_series","anonymous_double_time_series"
"85","101.64827765307746","97.37301006371816","98.74348006906868","94.0247086216744","100.81868358635771","104.82968506110058"
"86","101.58558142222519","97.27129659832089","98.87550149046335","93.67289083918249","100.9464194301546","104.70130611317984"
"87","101.62167507695963","97.25971828735996","99.16776300634604","93.69642153084226","100.78586854727877","104.8467393577178"
"88","101.90984536345067","97.38403899010717","99.14955065592868","93.57913652778184","100.78548459599989","104.6083996172476"
"89","102.29482039036998","97.44015141194843","99.30400482254822","93.25040319157968","100.89863046751331","104.5742736564516"
"90","102.40500083211852","97.75342124869245","99.17986456306883","93.43419189010179","100.95508691739325","104.47018841163667"
"91","102.66854915977166","97.65942644702598","99.00346470972764","93.95232955197774","100.47969943859525","104.56654894079894"
"92","102.67771056403751","97.30937682375185","98.8186707230449","93.92929737681358","100.33451233122781","104.58195967570245"
"93","102.67481409491798","96.91469296828703","98.59106988640036","93.77126772000787","100.48943227707998","104.58656712426672"
"94","102.92932230128098","96.6633492767314","98.8804119943249","93.60311941363089","100.59927561064102","104.28607082956222"
"95","102.88913335092124","96.77422787283868","98.7613235233829","93.23085924314944","100.44209266718845","104.3965609546917"
"96","103.09254802559269","96.74900525408661","98.74237749302699","93.48153608066188","100.39901508564613","104.36273773227171"
"97","102.85079095014791","96.56017664891378","98.70805806502112","93.2970220565158","100.8385067638413","104.72235164568859"
"98","103.22156676934931","96.50067789293915","98.75599572554853","93.3116960071899","101.30989433598097","105.11943014229885"
"99","102.97484006470773","96.37781004922765","98.54550422744097","92.93673206116712","101.53547701603529","105.06383566891991"
"100","103.44771804185329","96.31390895777955","98.61751659219945","92.78435922298709","101.29205193436597","104.93557183376981"
"101","103.56241465237025","96.48880627873955","99.04150068664975","92.70208897601195","101.33010160369419","105.02278401951672"
"102","103.95507510916117","96.63810883840769","99.46921889466405","92.45906647342154","101.44454655712319","105.1381470080652"
"103","103.84235294815151","96.74636618543711","100.42733577474141","92.79576022857057","101.08431953081819","105.60115242471055"
"104","103.73582306539329","96.39254227637447","100.04697119351374","92.87975019179","100.53819602873446","105.87174013684493"
"105","103.8410546452978","96.28583640035909","99.86319637675705","93.0080336397628","100.45755700435014","105.56208070451827"
"106","104.46463473921263","95.95883102424249","100.04783163804899","92.94017310795469","100.41602344452193","105.93145248079372"
"107","104.77877248832421","96.01693107615219","99.90785673312737","92.97291574335361","100.82661658646083","105.83790930710931"
"108","104.98475419688873","95.87179800069173","100.0760456904382","92.78734289191385","101.27351184714949","105.64049110595472"
"109","105.02165140172067","95.82218076008463","99.71478240670714","92.68283705514388","101.60184853624412","105.69577083799055"
"110","104.96837254072203","95.75837450208105","100.16243109277116","92.91117145451264","101.9495051502032","105.78570869227337"
"111","104.74399063759193","95.52385326558529","100.02852390504401","92.98239836453466","101.7631017399118","105.65232252942774"
"112","104.45811813205324","95.64024324702397","99.87761204735138","92.84720988766553","101.57064013098426","105.45786802250464"
"113","103.9689760106886","95.71254375571942","100.2145107553122","92.71911128375926","101.21306085318018","105.29533902319574"
"114","103.92047460138437","95.87760506271619","100.25506111495666","92.60836947366566","101.5613866271419","104.93201383988406"
"115","104.31161099084514","96.37304240224513","99.90368305851574","92.19060980880096","101.47581146050477","105.1005347174806"
"116","104.02586817126041","96.46134356845383","100.24010824107538","92.35075500656355","101.08314992432338","105.17426380167394"
"117","104.46107039423914","96.67046359103325","100.28577057579555","92.04622664720908","101.22033839223509","105.28793062732308"
"118","104.47328500366058","96.92485811735952","100.89104104369162","91.93486359863849","101.33597128671313","105.4617761478155"
"119","104.53533672115633","97.35534386681421","100.74519419516912","91.82219732647502","101.60478439104668","105.24540224815145"
"120","104.56200428229643","97.1180765761441","100.17060817101724","91.55464753205422","101.48892635691898","105.15657971954153"
"121","104.4426519122113","97.39239370754052","100.35595395221839","91.57410017954818","101.46223323501172","104.76267413618129"
"122","104.7232261760308","97.45800291829893","100.66226136513701","91.93626187863671","101.4951458659267","104.58677197288524"
"123","105.23869859914825","97.28091380924405","100.98034540038535","92.2094841394373","101.32635368581361","104.68271600550347"
"124","105.43052487577478","97.68994526196347","101.02411988571471","92.3241280493174","101.06460693713689","105.32200494768622"
"125","105.42531109426027","97.73742155210128","101.0981628978593","92.12494749799426","100.88837306026825","105.68383685881146"
"126","105.32102570493568","97.55130635863917","100.84358477891017","92.03470103967493","101.20225795086805","105.3978343249548"
"127","105.34827336497958","97.38066815424594","100.8709391366935","92.06529361131967","100.98481337054378","105.17049433417142"
"128","104.77970054638928","97.19612088765999","100.92362676717472","92.00584041454779","100.81299588774206","105.14459771466046"
"129","104.51299063329003","97.23072311382126","101.08061489059521","92.30989113444463","101.23578660949345","105.22986391663505"
"130","104.05271960804002","97.60081249984786","100.9523836120878","92.51495046231324","101.39290729818174","104.94982452821523"
"131","104.26886791206253","97.41790420380433","100.47336669488584","92.20552651807905","101.39005759750815","104.70539701500793"
"132","104.4490826946322","97.31018958581254","100.67927309179721","92.2418158559934","101.48039666040158","104.49970012977913"
"133","104.4901490262381","97.53423177760524","100.16877815706428","92.6537094784699","101.25021604003818","104.3986874624947"
"134","104.38545805021504","97.63639662639824","99.97533291887979","92.45728236088084","100.83865961716089","104.92741070917027"
"135","104.18417644232115","97.54396463767709","100.06135030232073","92.5662811852547","100.92158066059454","105.01496000345382"
"136","104.42747219789284","97.6795356033679","100.14017514885232","92.42831600016781","101.30181101054787","105.06941048598225"
"137","105.02082260872676","97.65109599731973","100.35757257586488","92.54143520043561","100.92607029462584","104.67489950644922"
"138","104.8624631538682","97.66333192247465","100.38811866062464","92.6369834043388","100.84778012046337","104.59019331788201"
"139","104.93091011449134","97.29615650111302","100.70758650469642","92.6798512738644","100.62714672379138","103.84377110005077"
"140","104.75338541610783","97.08805603960951","100.90987871413562","92.81325702897071","100.91370452380588","103.62557665887046"
"141","104.75430754433008","97.07236093478184","100.6054029722598","92.77375304275239","100.6238901334385","103.59936497626234"
"142","105.15426629710645","97.16431539162507","100.44729910255788","92.58577187045228","100.49774153068752","103.5894037838201"
"143","105.14739340735562","96.90953132879532","99.78363448006573","92.80548665985174","100.37729187602325","103.63731656507356"
"144","104.88434045384254","97.17243644016129","100.26091082657442","92.5920581172976","100.32645606487208","103.53374366756022"
"145","105.36105516742087","97.11839224441589","100.78327570218877","92.66927240737327","100.08971975810842","103.83607788003953"
"146","104.98545487181681","97.17527375474103","100.74450791682138","92.63748470680189","100.39811190001501","103.920591885551"
"147","105.3085549256031","97.36810795960096","100.51062161288131","92.49187722711866","100.25684952736137","104.09764920267094"
"148","105.54514924156025","97.31435890807786","100.44852410940558","92.47620325412947","100.23500497960646","104.24981588252557"
"149","105.41816227786241","97.6493482947997","100.28169450611638","92.44083905085853","100.33670747112818","104.08011830794776"
"150","104.92040896817159","97.61739629230286","100.50909239631486","92.51141828949844","100.4813946369845","103.99778126642518"
"151","104.87661979678649","97.92577224642503","100.74126107145743","92.83611144748677","100.28561317487775","104.05139021367053"
"152","105.36909406694329","97.7500658381075","100.69754413797034","93.03731629495844","100.65995187050277","103.96454617433649"
"153","105.62997521462813","97.79034891594193","100.51633902784907","92.8246574534468","100.84368977503853","103.9126121028081"
"154","105.72998783235523","97.70180035037649","100.48765025020822","93.14834681204667","101.13103623938203","104.16161579007832"
"155","105.73565091923071","97.68340309044373","100.00474404848332","92.78860153129597","101.25262371228513","104.2388135635869"
"156","105.4171179543089","97.73125396998546","99.85596019592984","93.09378602464673","101.29834512295768","103.91232319098214"
"157","105.60574241863972","97.93313631583669","100.27241448670846","93.13804797284267","101.0036056858977","104.16807080788446"
"158","106.23644436382544","97.53855369339507","100.18426265730385","93.2149163201288","100.87348749355634","104.12654245364043"
"159","106.45518855573958","97.94205820808814","99.95882675710648","93.51215523534412","100.78149060211258","104.2221668757652"
"160","106.51635723025011","98.17753039567073","99.75804020114694","93.71330936038777","100.64960279203092","104.01300478826045"
"161","106.62494618196769","98.35046605707291","100.01542595206429","94.06008977102162","100.39724261413421","103.83086175106791"
"162","106.70461806689295","98.75837376909935","100.18154348183707","94.07278572065172","100.12156253324572","103.38588092223017"
"163","107.05084697463869","99.05652493787491","100.08805824787822","93.70555231651159","99.83653910165053","103.5287263735419"
"164","106.80562890055768","98.76083344775176","99.6106481633332","93.95210656176633","99.8160212531863","103.42252615840377"
"165","106.70625608836112","98.79470005229545","99.72884420010062","94.01621976645515","99.83406318240725","103.48013225917444"
"166","106.58402890462658","98.57961232840923","99.85129307697147","93.86751848175747","99.9389635334558","103.75270552407737"
"167","106.38807739979241","98.16845206081328","100.00055872789234","94.21366986019453","99.78022761912794","104.00486996061805"
"168","106.58094002641975","98.11932595900657","100.23107701825619","94.17931433756252","99.81145638605155","104.23476156859448"
"169","106.89478299309798","98.00923461045187","100.17625393403893","94.54321162323822","99.89454298155295","104.45746350674007"
"170","107.12662530636676","97.88434902651704","100.0573726757584","94.15511519345374","99.76664025311442","104.63895080887987"
"171","107.27953313022664","98.06099219447785","100.07258916802239","93.85721508155534","99.60076237804262","104.3942196053364"
"172","107.01250602661837","98.35060974652099","100.23365472273038","93.85706766071968","99.52804967957434","104.26208768006481"
"173","107.06316357015677","98.1549764489089","100.16014599293958","94.08519260018461","99.43520416058541","104.13569574931626"
"174","106.91780478175009","98.47217014567126","100.11712096899062","94.26546458258392","99.33031571858113","103.963965533978"
"175","106.37227601633379","98.19504493372197","99.80167035799383","94.47082049352231","99.49182447901906","103.97003028336452"
"176","106.24579137404397","97.9250924223271","99.60978966072287","94.54759550842361","99.823530866677","104.0652951069758"
"177","106.14839420147888","97.83505774309153","99.09184493140759","94.61662611338","99.74704406378189","104.19536041985177"
"178","106.35577043990664","98.25486461335146","98.88133360722453","94.77208066431234","99.2525152944805","104.18272622556768"
"179","106.39660070492907","98.59360482430161","99.1083000322852","95.00399209945763","99.16308214652709","104.1796744732559"
"180","106.77342349311226","98.62038466759681","99.01696376056285","95.28440691442233","99.27607834441004","104.04183399496527"
"181","106.7343113377041","98.44053478311005","99.61805907379873","95.49823987353619","98.78180532091528","103.9345586359033"
"182","106.81773163467248","98.07845512067463","99.63181630225307","95.21715434628138","98.8814243744582","103.82992158342955"
"183","106.48035924377537","98.20551159592989","99.834059361499","94.67457295569187","98.70282533639941","104.14233155489863"
"184","106.58558716885207","98.32867896972331","100.29619547382114","94.55841460352421","98.6747083852652","104.07796071624313"
"185","106.58375255441418","98.60185738641454","100.35012126073144","94.23006767317514","98.45995415887626","103.90989345483824"
"186","106.27665413914679","98.48530189564322","100.125207506023","93.8437661007648","98.43256085521747","103.93435292206685"
"187","105.88213525114148","98.67591610699294","100.16158136966938","94.14627159911436","98.51294310952076","104.32422602437296"
"188","105.88420150645881","98.66024074588083","100.3443118333821","93.91497748518972","97.97423315655455","104.1213362235815"
"189","105.80623824441543","98.52941731199515","100.01614897605175","94.19057486045375","98.198470995066","104.13127710207095"
"190","105.55371659385767","98.28562971305251","99.85950282704853","93.93983596003531","98.07527362636147","103.70344884494675"
"191","105.35003712300443","98.36939782861289","99.98148000549764","94.16910078783549","97.65285889393726","103.58874516254741"
"192","105.3218805583857","98.51019356282296","100.38428661694934","94.35284759264702","97.72756042025561","102.99626271997401"
"193","105.59486011428713","98.03639680153945","100.5656393828871","94.50443505076355","97.43148380477164","102.79323590985042"
"194","105.92958546576875","97.85055790380093","100.44558651726065","94.26774210270715","97.21084056523353","102.67698156097663"
"195","105.95841487130187","97.88689974402587","100.4855736793659","94.35312643931516","97.4942447194659","103.1943996958369"
"196","105.99862714807176","98.00608003503119","100.46785554136754","94.33685709818906","97.3698763464419","103.27237217300714"
"197","105.63257268227453","98.31308510863748","100.74631280043523","94.31225956041717","97.00559836167545","103.4888152104681"
"198","105.39809006517194","98.70703532158592","100.5124487792013","94.51697016224314","96.90197448531644","103.09078476823923"
"199","105.19269539399079","98.80894923024576","100.35605454183866","94.32558848122301","96.7749198800619","103.10999988879254"
"200","105.1452276886824","98.83463211938809","99.8939228559704","94.36392896653419","97.36129174962441","103.4567223804433"
"201","105.23989768022707","98.97068881475003","99.6202625362806","94.2575255970336","97.52982545879364","103.67620370029533"
"202","105.53591898222662","98.72370510604894","99.78435569208125","94.41771658618747","97.57310067505031","103.65803477153614"
"203","105.7906098955549","98.72581970960555","99.98213543050244","94.66772510424762","97.0626726247542","103.57955393271685"
"204","105.5773461722037","99.04090281288998","100.22717497126733","94.64415605177761","97.6704931623395","103.93185106962919"
"205","105.42529869480293","99.0258716386738","100.13690557410654","94.29120980009552","97.41467102880881","104.07324165374172"
"206","105.4273182604553","99.01855679416964","100.23222490242678","94.72452023837185","97.4127610253912","103.85301542616081"
"207","105.96155327186887","98.83912937891883","99.90520160426797","94.55539032544256","97.56236356268423","103.68270242424424"
"208","105.85745248920722","98.2782720378478","99.70714335092566","94.64880746723293","97.5103923622242","103.89444046937929"
"209","105.95860644681613","98.56011399375005","99.41994208564431","94.4769383840059","97.32256328764171","104.06520699931797"
"210","105.97213926882317","98.54459097107927","99.62651820562002","94.81900596092878","97.61531817813541","103.66441727617317"
"211","105.77613439573744","98.78472096066017","99.6310559704148","95.09149304111294","97.51373456791592","103.77119253066208"
"212","105.72582378785808","98.83501564019123","99.24737006643193","95.38341525826426","97.4376818858526","103.9873122872968"
"213","105.71996663212478","98.6001003376519","99.16861238777747","95.43169693387904","97.62076790972401","103.61108752711374"
"214","105.21398258353007","98.57769706498227","99.56045290793064","95.78920922844884","97.50614464289588","103.67968471202981"
"215","104.92726165966282","98.80460491181272","99.02301079167361","96.24334724711525","97.52132557195495","103.38064918110878"
"216","104.85751339662221","98.94153486517064","99.29734317410733","96.37427426099704","97.59952568892191","103.58293691958924"
"217","104.67291347277342","99.02396178318985","98.95785219863286","96.20638788524971","97.25909403139502","103.47441805576861"
"218","104.5249188927061","98.82492030977554","98.87686693017046","96.19466969055945","97.46314862146113","103.49622650029251"
"219","104.38975571194223","98.74870635374347","99.0613783893971","96.41276899351598","97.44663861845623","103.80224131514731"
"220","104.60808950183467","98.6442337008638","98.79593050680909","96.29914753322747","97.12599476492261","103.59480842978239"
"221","104.70533522468072","98.68320417169721","98.77965025602654","96.50073696750599","96.71178569192409","103.99430561867962"
"222","104.95232338993824","98.97774602840934","98.69649464749152","97.03051974891792","96.49097702675648","104.53502519291854"
"223","104.92048193167226","99.4201267973195","98.83184944419142","97.59443508804188","96.66201511016851","104.13540662513512"
"224","105.22114970015362","99.39536154075823","98.6136142185385","98.05972219661986","96.96569724611155","103.617954812528"
"225","105.3662182065725","99.64485782446596","98.30910076314206","98.17424989609317","97.40392968646539","103.39054924198432"
"226","105.4829567707168","99.63072645227915","97.9751413440281","98.27143260820098","97.68786082068816","103.19498850256326"
"227","105.60335780061249","99.62791500600572","98.19740989836481","98.21558970691241","97.68722498318222","103.2368450803233"
"228","105.88990957581017","99.2456646859755","98.3327906704898","98.20345024821256","98.09231880368964","103.13762197382812"
"229","105.92331427673865","99.22488273674095","98.304465131619","98.69376337692248","97.98862356774168","103.02426772941955"
"230","106.12981222410623","98.83979366887314","98.16950335293546","98.95914577260905","97.93015198362535","103.14941368320324"
"231","106.1876017696832","99.08661765908593","97.91228830965053","98.76983250153825","97.71186149858055","103.1287472537496"
"232","106.52508263844041","98.91095497901593","97.62162128951192","98.72558035093564","97.91258680158663","103.30853711700708"
"233","106.50143462394489","98.9201432965643","97.45479427380437","99.1468933854117","98.21488110459377","103.0918015023347"
"234","106.30561995389776","98.64657010641695","97.01454700017999","98.98576314850293","97.81217151055432","103.43604375012508"
"235","106.5707026791134","98.36911077933382","97.05276234659681","99.49576514787373","98.1518053948653","103.06138145314175"
"236","106.08261160676376","98.21106854859745","97.23754134771534","99.77538734791807","97.8582486759275","102.98254072365695"
"237","106.179996980419","98.37852409515959","97.5647701661861","99.72849682386978","97.98037070334364","102.94405407896623"
"238","106.43389660746071","98.20606847630752","97.92316242030577","99.44027663578649","98.07370890205173","103.22716755162634"
"239","106.5370130660562","98.39446322505114","98.08372460770167","99.38470353892048","97.64837209944531","103.3107463659414"
"240","106.74654806331579","98.2336221647161","97.80853997617365","99.09905723875117","97.80415928981465","103.39046447568545"
"241","106.69214675662042","98.07397209968404","97.46836566656211","99.05769569691977","97.9573698380033","103.41532889854014"
"242","106.35323735907753","97.94541690064092","97.04171966589291","99.11883311395087","98.00715294561773","103.49916048774628"
"243","107.22032931537568","97.8694626180632","97.17586610361855","98.67721078021162","97.87406017060576","103.50058562166632"
"244","107.04216503088264","97.65786323880025","97.12691630542754","98.56124478903897","97.69995460241255","103.76879164933032"
"245","106.94166168809917","97.80867588401378","97.0708925337796","98.01676076820252","97.67584424733671","103.60300114159563"
"246","106.89160613767189","97.52756776600222","97.24196400825467","98.25187270858585","97.65203049605809","103.29754167762529"
"247","107.16141913512101","97.09440013175492","97.1816574753014","98.40465204749191","97.72543423733212","103.04520180995652"
"248","107.23568978425064","97.25804520225448","97.17803234955097","98.67536026322308","97.90697308217564","103.31534237422122"
"249","107.59059527440996","97.459080252044","97.49550987990666","98.69904045351748","98.06245065150178","103.61388939334343"
"250","107.41471177387811","97.16480371737039","96.9561850264875","98.7596742985225","97.8623463535503","103.85783986111178"
"251","107.58512472305796","97.29653537902732","97.08569676627087","99.28851872306997","97.66969729214279","104.00349489898046"
"252","107.80943396949871","97.25341282009504","97.36529609634322","99.32952516562518","97.67711281626856","104.21210833908314"
"253","107.7031383221915","96.71506429804856","97.14692184522411","99.54439962157592","97.7616608001883","103.9613865755714"
"254","107.24528842031984","96.75698203952365","97.31212074386889","99.62344686091252","97.49569695652637","103.77586431474197"
"255","106.99271092650284","96.88279848169344","97.86716310869912","99.62587241231884","97.34048144618473","103.86191776218851"
"256","107.23786094988594","96.8988560720823","98.20454310482212","99.56563067883947","96.93136821847723","103.65316834122757"
"257","107.7254905384928","96.99359739820353","98.15148678752436","99.53275082852574","96.87669292159909","103.89868714887504"
"258","107.48858013656735","97.09715443052858","98.04147304325421","99.66240374774982","96.9761023003643","103.9146689924221"
"259","107.62498572960459","97.08723799013693","97.92074743884314","99.48312251825747","96.95928958066436","104.21672351974418"
"260","107.9207948068432","97.19986244649577","97.85112880132182","99.55873580464727","96.93260252101295","104.43244673104394"
"261","107.96031015063991","97.17855415972433","97.80019330977338","99.64655103917595","96.87759350281517","104.19716395068944"
"262","107.67551715694573","97.66859139167067","98.03847101839177","99.3112578876907","96.74695584744333","104.03287544941875"
"263","108.09953489232882","97.75625826171424","97.94939790352167","99.15059603941502","96.76930171217714","103.95669107407949"
"264","108.26917444733381","97.44926200433498","97.64328067440329","98.61275979416737","96.55887803960687","103.87171316033363"
